FECHA_CORTE,DEPENDENCIA,ACTIVIDAD,FTE_FTO,TIPO_INGRESO,META,PROHIBIDA,TIPO_GASTO,RUBRO,PARTIDA_GASTO,NOMBRE,PIM,CERTIFICADO,EJECUCION
20230525,BP PUI PUI,INSTRUMENTOS DE PLANIFICACION Y DESARROLLO EN AREAS NATURALES PROTEGIDAS ELABORADOS,DyT,PdP,302,EST?NDAR,GO,ALIMENTOS,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,800.00,800.00,400.00
20230525,BP SAN MATIAS SAN CARLOS,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,152,EST?NDAR,GO,GO,2.3.2.7.14.98,OTROS SERVICIOS T?CNICOS Y PROFESIONALES DESARROLLADOS POR PERSONAS NATURALES,300.00,300.00,0.00
20230525,DDE,GESTION DEL PROGRAMA,RO,SERNANP,48,EST?NDAR,GO,GO,2.3.1.5.4.1,"ELECTRICIDAD, ILUMINACION Y ELECTRONICA",720.00,719.20,719.20
20230525,DGANP - UOF UGA,GESTION DEL PROGRAMA,RO,SERNANP,51,PLANILLA,CAS,CAS,2.3.2.8.1.5,VACACIONES TRUNCAS DE C.A.S.,"3,689.00","3,689.00","3,689.00"
20230525,DGANP - UOF UGA,EVALUACION AMBIENTAL PARA LA CONSERVACION DE LAS AREAS NATURALES PROTEGIDAS,DyT,KFW,88,EST?NDAR,GO,SERV. DIVERSOS,2.3.2.7.11.2,"TRANSPORTE Y TRASLADO DE CARGA, BIENES Y MATERIALES","1,100.00",300.00,300.00
20230525,GERENCIA GENERAL,CONDUCCION Y ORIENTACION SUPERIOR,RO,SERNANP,212,PLANILLA,D.L. 728,D.L. 728,2.1.1.9.1.1,GRATIFICACIONES,"6,186.00","6,186.00",0.00
20230525,OA - UNIDADES OPERATIVAS,GESTION DEL PROGRAMA,DyT,KFW,46,PLANILLA,CAS,CAS,2.3.2.8.1.4,AGUINALDOS DE C.A.S.,"3,600.00","3,600.00",0.00
20230525,PN OTISHI,INSTRUMENTOS DE PLANIFICACION Y DESARROLLO EN AREAS NATURALES PROTEGIDAS ELABORADOS,DyT,PdP,322,EST?NDAR,GO,GO,2.3.1.5.3.2,"DE COCINA, COMEDOR Y CAFETERIA",500.00,500.00,500.00
20230525,RC AIRO PAI,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DE RECURSOS RENOVABLES EN AREAS NATURALES PROTEGIDAS,DyT,KFW,400,EST?NDAR,GO,GO,2.3.1.99.1.99,OTROS BIENES,"6,000.00","6,000.00",0.00
20230525,RC AIRO PAI,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,139,PLANILLA,CAS,CAS,2.3.2.8.1.2,CONTRIBUCIONES A ESSALUD DE C.A.S.,"4,992.00","4,992.00","2,386.38"
20230525,RC AIRO PAI,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,139,EST?NDAR,GO,ALIMENTOS,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,"13,250.00","6,600.00","5,600.00"
20230525,RC HUIMEKI,OPERACION Y MANTENIMIENTO DE INFRAESTRUCTURA,DyT,KFW,403,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,2.6.3.1.1.3,PARA TRANSPORTE ACUATICO,"22,600.00",0.00,0.00
20230525,RC YANESHA,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,151,EST?NDAR,GO,LUBRICANTES,2.3.1.3.1.3,"LUBRICANTES, GRASAS Y AFINES","3,376.00",900.00,880.00
20230525,RN MATSES,GESTION DEL PROGRAMA,RO,SERNANP,64,EST?NDAR,GO,SOAT,2.3.2.6.3.3,SEGURO OBLIGATORIO ACCIDENTES DE TRANSITO (SOAT),700.00,300.00,300.00
20230525,RN PACAYA SAMIRIA,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DE RECURSOS RENOVABLES EN AREAS NATURALES PROTEGIDAS,DyT,KFW,171,PROH. MANT,GO,PROH. MANT VEH.,2.3.1.6.1.1,DE VEHICULOS,832.00,544.00,544.00
20230525,RN PARACAS,GESTION DEL PROGRAMA,RO,SERNANP,28,EST?NDAR,GO,MEDICAMENTOS,2.3.1.8.1.2,MEDICAMENTOS,100.00,100.00,100.00
20230525,RN TITICACA,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,155,EST?NDAR,GO,GASES,2.3.1.3.1.2,GASES,"1,155.00",585.00,360.00
20230525,RP SUB CUENCA DEL COTAHUASI,GESTION DEL PROGRAMA,RO,SERNANP,12,EST?NDAR,GO,MEDICAMENTOS,2.3.1.8.1.2,MEDICAMENTOS,0.00,0.00,0.00
20230525,RVS PANTANOS DE VILLA,GESTION DEL PROGRAMA,RO,SERNANP,43,PLANILLA,CAS,CAS,2.3.2.8.1.2,CONTRIBUCIONES A ESSALUD DE C.A.S.,"6,456.00","6,456.00","3,007.20"
20230525,SH MACHUPICCHU,GESTION DEL PROGRAMA,RO,SERNANP,24,EST?NDAR,GO,UTILES DE ESCRIT.,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","7,000.00","6,989.00","6,989.00"
20230525,SN HUAYLLAY,GESTION DEL PROGRAMA,RO,SERNANP,70,PROHIBIDA SERV BAS,GO,PROH. SERV. BASICO,2.3.2.2.1.1,SERVICIO DE SUMINISTRO DE ENERGIA ELECTRICA,838.00,404.70,317.00
20230525,ZR RIO NIEVA,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,93,EST?NDAR,GO,LUBRICANTES,2.3.1.3.1.3,"LUBRICANTES, GRASAS Y AFINES",448.00,224.00,224.00
20230525,BP ALTO MAYO,GESTION DEL PROGRAMA,DyT,CI,78,EST?NDAR,GO,COMBUSTIBLE,2.3.1.3.1.1,COMBUSTIBLES Y CARBURANTES,"4,060.00","4,060.00","4,060.00"
20230525,DGANP,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,128,EST?NDAR,GO,VIATICOS,2.3.2.1.2.2,VIATICOS Y ASIGNACIONES POR COMISION DE SERVICIO,"5,000.00","5,000.00","2,223.00"
20230525,OPP - ARTICULACION TERRITORIAL,GESTION DEL PROGRAMA,RO,SERNANP,52,EST?NDAR,GO,ASEO Y LIMPIEZA,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR","22,336.00",0.00,0.00
20230525,PN BAHUAJA SONENE,ELABORACION DE MAPAS DE ACTIVIDAD MINERA ILEGAL,RO,SERNANP,198,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,2.6.3.2.3.1,EQUIPOS COMPUTACIONALES Y PERIFERICOS,0.00,0.00,0.00
20230525,PN CORDILLERA AZUL,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,159,PLANILLA,CAS,CAS,2.3.2.8.1.4,AGUINALDOS DE C.A.S.,"24,000.00","24,000.00",0.00
20230525,PN ICHIGKAT MUJA - CORDILLERA DEL CONDOR,OPERACION Y MANTENIMIENTO DE INFRAESTRUCTURA,RO,SERNANP,231,PROH. MANT,GO,PROH. MANT INFR.,2.3.2.4.2.1,"DE EDIFICACIONES, OFICINAS Y ESTRUCTURAS","62,280.00","62,280.00","62,280.00"
20230525,PN SIERRA DEL DIVISOR,DESARROLLO DE ESPACIOS PARTICIPATIVOS PARA LA CONSERVACION DE LOS RECURSOS NATURALES,DyT,PdP,330,EST?NDAR,GO,PASAJES,2.3.2.1.2.1,PASAJES Y GASTOS DE TRANSPORTE,"13,640.00","13,640.00","4,022.48"
20230525,RC AIRO PAI,DEMARCACION FISICA DE LOS LIMITES DE LAS AREAS NATURALES PROTEGIDAS CON CATEGORIA DEFINITIVA,DyT,PdP,341,EST?NDAR,GO,LUBRICANTES,2.3.1.3.1.3,"LUBRICANTES, GRASAS Y AFINES",500.00,500.00,500.00
20230525,RC AMARAKAERI,GESTION DEL PROGRAMA,RO,SERNANP,69,PLANILLA,CAS,CAS,2.3.2.8.1.5,VACACIONES TRUNCAS DE C.A.S.,"9,411.00","9,411.00","9,411.00"
20230525,RC CHAYU NAIN,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,92,PLANILLA,CAS,CAS,2.3.2.8.1.4,AGUINALDOS DE C.A.S.,"3,600.00","3,600.00",0.00
20230525,RC EL SIRA,GESTION DEL PROGRAMA,RO,SERNANP,26,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,2.6.3.1.1.1,PARA TRANSPORTE TERRESTRE,"1,643.00","1,643.00",0.00
20230525,RC HUIMEKI,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,DyT,KFW,137,PLANILLA,CAS,CAS,2.3.2.8.1.2,CONTRIBUCIONES A ESSALUD DE C.A.S.,"14,435.00","14,435.00","5,412.96"
20230525,RC YANESHA,DESARROLLO DE ESPACIOS PARTICIPATIVOS PARA LA CONSERVACION DE LOS RECURSOS NATURALES,DyT,PdP,367,EST?NDAR,GO,TALLERES,2.3.2.7.10.1,"SEMINARIOS ,TALLERES Y SIMILARES ORGANIZADOS POR LA  INSTITUCION","1,871.00","1,871.00","1,192.00"
20230525,RN PACAYA SAMIRIA,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DEL RECURSO PAISAJE EN AREAS NATURALES PROTEGIDAS,DyT,KFW,178,EST?NDAR,GO,BOLETOS / ADQ. BIENES IMPR.,2.3.1.99.1.3,"LIBROS, DIARIOS, REVISTAS Y OTROS BIENES IMPRESOS NO VINCULADOS A ENSE?ANZA","6,000.00","3,000.00","3,000.00"
20230525,RN PACAYA SAMIRIA,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DEL RECURSO PAISAJE EN AREAS NATURALES PROTEGIDAS,DyT,KFW,178,EST?NDAR,GO,LUBRICANTES,2.3.1.3.1.3,"LUBRICANTES, GRASAS Y AFINES","8,408.00","2,336.00","1,928.00"
20230525,RN PACAYA SAMIRIA,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,DyT,KFW,141,PLANILLA,CAS,CAS,2.3.2.8.1.4,AGUINALDOS DE C.A.S.,"6,000.00","6,000.00",0.00
20230525,SN MANGLARES DE TUMBES,GESTION DEL PROGRAMA,RO,SERNANP,83,PROH. SERV. VARIOS,GO,PROH. SERV.  PUBLIC/PERS NAT. Y JUR.,2.3.2.7.11.99,SERVICIOS DIVERSOS,"7,200.00","3,600.00","3,000.00"
20230525,SN MEGANTONI,GESTION DEL PROGRAMA,RO,SERNANP,22,EST?NDAR,GO,ASEO Y LIMPIEZA,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR","1,500.00","1,500.00",998.00
20230525,DGANP,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DEL RECURSO PAISAJE EN AREAS NATURALES PROTEGIDAS,RO,SERNANP,175,EST?NDAR,GO,BOLETOS / ADQ. BIENES IMPR.,2.3.1.99.1.3,"LIBROS, DIARIOS, REVISTAS Y OTROS BIENES IMPRESOS NO VINCULADOS A ENSE?ANZA","350,000.00","347,029.75","156,979.75"
20230525,JEFATURA,CONDUCCION Y ORIENTACION SUPERIOR,RO,SERNANP,211,EST?NDAR,GO,COMBUSTIBLE,2.3.1.3.1.1,COMBUSTIBLES Y CARBURANTES,"19,226.00","10,077.70","5,977.70"
20230525,PN BAHUAJA SONENE,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,DyT,AIDER SUR,285,PLANILLA,CAS,CAS,2.3.2.8.1.1,CONTRATO ADMINISTRATIVO DE SERVICIOS,"131,700.00","131,700.00","47,024.75"
20230525,PN OTISHI,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,122,PLANILLA,CAS,CAS,2.3.2.8.1.4,AGUINALDOS DE C.A.S.,"4,200.00","4,200.00",0.00
20230525,PN TINGO MARIA,OPERACION Y MANTENIMIENTO DE INFRAESTRUCTURA,DyT,PdP,333,PROHIBIDA SERV BAS,GO,PROH. SERV. BASICO,2.3.2.2.2.3,SERVICIO DE INTERNET,"2,400.00","2,400.00","2,000.00"
20230525,PN YAGUAS,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,DyT,PdP,142,PLANILLA,CAS,CAS,2.3.2.8.1.4,AGUINALDOS DE C.A.S.,"3,600.00","3,600.00",0.00
20230525,RC AIRO PAI,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DE RECURSOS RENOVABLES EN AREAS NATURALES PROTEGIDAS,DyT,KFW,400,PROH. MANT,GO,PROH. MANT INFR.,2.3.1.11.1.1,PARA EDIFICIOS Y ESTRUCTURAS,200.00,0.00,0.00
20230525,RC AMARAKAERI,GESTION DEL PROGRAMA,RO,SERNANP,69,EST?NDAR,GO,GO,2.3.2.2.3.1,CORREOS Y SERVICIOS DE MENSAJERIA,600.00,300.00,145.00
20230525,RC AMARAKAERI,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,148,EST?NDAR,GO,LUBRICANTES,2.3.1.3.1.3,"LUBRICANTES, GRASAS Y AFINES","2,419.00","1,180.00","1,177.50"
20230525,RC CHAYU NAIN,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,92,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,2.6.3.2.9.2,"ASEO,  LIMPIEZA Y COCINA",620.00,620.00,620.00
20230525,RC YANESHA,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,151,EST?NDAR,GO,COMBUSTIBLE,2.3.1.3.1.1,COMBUSTIBLES Y CARBURANTES,"10,400.00","5,190.40","3,914.60"
20230525,RN TITICACA,OPERACION Y MANTENIMIENTO DE INFRAESTRUCTURA,RO,SERNANP,229,PROH. MANT,GO,PROH. MANT INFR.,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,"1,169.00","1,169.00",900.00
20230525,SH CHACAMARCA,GESTION DEL PROGRAMA,RO,SERNANP,31,EST?NDAR,GO,MEDICAMENTOS,2.3.1.8.1.2,MEDICAMENTOS,120.00,120.00,0.00
20230525,SH CHACAMARCA,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,120,PLANILLA,CAS,CAS,2.3.2.8.1.4,AGUINALDOS DE C.A.S.,600.00,600.00,0.00
20230525,SH MACHUPICCHU,GESTION DEL PROGRAMA,RO,DS N? 025-2023-EF.,454,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,2.6.3.1.1.1,PARA TRANSPORTE TERRESTRE,"209,652.00","209,651.20",0.00
20230525,SN HUAYLLAY,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,RO,SERNANP,149,EST?NDAR,GO,GASES,2.3.1.3.1.2,GASES,378.00,325.00,254.00
20230525,SN MEGANTONI,DEMARCACION FISICA DE LOS LIMITES DE LAS AREAS NATURALES PROTEGIDAS CON CATEGORIA DEFINITIVA,DyT,PdP,383,EST?NDAR,GO,GO,2.3.1.5.2.1,"AGROPECUARIO, GANADERO Y DE JARDINERIA",500.00,500.00,500.00
20230525,SN TABACONAS NAMBALLE,GESTION DEL PROGRAMA,RO,SERNANP,19,EST?NDAR,GO,ASEO Y LIMPIEZA,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",600.00,600.00,600.00
20230525,DGANP,OTORGAMIENTO Y RENOVACION DE DERECHOS PARA EL APROVECHAMIENTO DE RECURSOS RENOVABLES EN AREAS NATURALES PROTEGIDAS,RO,SERNANP,169,EST?NDAR,GO,MEDICAMENTOS,2.3.1.8.1.2,MEDICAMENTOS,0.00,0.00,0.00
20230525,PN GUEPPI - SEKIME,VIGILANCIA  Y CONTROL PARA LA PROTECCION DE AREAS NATURALES,DyT,KFW,138,EST?NDAR,GO,GO,2.3.1.5.4.1,"ELECTRICIDAD, ILUMINACION Y ELECTRONICA",600.00,600.00,600.00
20230525,PN GUEPPI - SEKIME,SEGUIMIENTO Y EVALUACION DEL PROGRAMA,DyT,PdP,313,EST?NDAR,GO,GO,2.3.1.5.4.1,"ELECTRICIDAD, ILUMINACION Y ELECTRONICA",400.00,385.00,385.00
